Link,Diện tích,Hướng ban công,Hướng nhà,Khoảng giá,Mặt tiền,Nội thất,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Đường vào
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-van-an-phuong-12-7/hxh-khu-dong-bo-ngay-hoc-vien-c-bo-b-chdv-4x10m-5-tg-5pn-hdt-30tr-th-pr44243563,40 m²,,,"8,5 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,5 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/chu-can-tien-ban-gap-1-tret-lau-120-m2-ngang-6-hem-xe-hoi-48-thu-duc-pr44236820,120 m²,,,"8,2 tỷ",6 m,Không nội thất.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,1 tầng,5 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d3-phuong-phuoc-long-b-prj-kdc-kien-a/re-nht-khu-vuc-chi-78tr-m2-bn-lo-mt-tien-kinh-donh-dt-320-16x20-pr44284174,320 m²,,,25 tỷ,16 m,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-man-dat-phuong-19/ban-moi-ngay-thi-nghe-canh-bo-ke-truong-sa-khu-dan-tri-lau-doi-chi-7-49-ty-pr44336421,"43,5 m²",,,"7,49 tỷ",,,Sổ hồng riêng,4 phòng,,3 tầng,4 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-659-phuong-phuoc-long-b-prj-kdc-phu-nhuan-phuoc-long-b/an-lo-dep-mat-tien-truc-chinh-659-25m-q9-hcm-pr41500105,270 m²,,Tây - Nam,110 triệu/m²,15 m,,Sổ đỏ/ Sổ hồng.,,,,25 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/ban-5-tang-lam-chdv-khai-thac-40-trieu-th-binh-loi-p13-binh-thanh-chi-10-ty-tl-pr44311085,"50,3 m²",,,10 tỷ,5 m,,Sổ hồng,7 phòng,7 phòng,5 tầng,6 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/cap-nhat-gio-hang-du-an-khang-dien-moi-nhat-thang-9-2025-noi-khong-voi-tin-ao-pr43937000,95 m²,,,"16,5 tỷ",,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/gio-hang-thang-10-2025-2pn-dien-tich-70-7m2-gia-3-341-ty-pr44334454,"70,7 m²",,,"3,34 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-10-10/ban-tai-tan-binh-5-75-ty-41-11m2-hang-hot-pr44334191,"41,11 m²",Đông,Đông,"5,65 tỷ",15 m,Không nội thất,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,1 tầng,"3,5 m"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cao-lo-phuong-4-15-prj-topaz-elite/ban-duplex-thong-tang-322m2-tai-toa-q8-pr41448297,79 m²,Đông - Nam,Tây - Bắc,"3,77 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-luu-phuong-long-truong-prj-chung-cu-mt-eastmark-city/booking-mat-tien-vanh-dai-3-da-co-so-hong-1-2-3pn-shophouse-tien-ich-full-tu-50tr-m2-pr44333962,63 m²,,,3 tỷ,,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/tong-p-gio-hang-gia-tot-nhat-thi-truong-chi-tu-3-4-ty-pr44277720,78 m²,,,"4,6 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/-ban-78m2-2pn-2wc-lien-he-xem-pr40574337,86 m²,Nam,,5 tỷ,,Nhà hoàn thiện cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/phong-kinh-doanh-chu-dau-tu-can-gio-gia-ban-pho-chi-tu-93-6tr-den-130tr-m2-pr44310046,100 m²,Đông - Bắc,Đông - Bắc,"11,5 tỷ",17 m,Không nội thất,Hợp đồng mua bán,3 phòng,5 phòng,4 tầng,50 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-lavila-kien-a-nha-be/chinh-chu-can-ban-gap-can-huong-dong-nam-gia-11-8-ty-pr44271806,"96,8 m²",,Đông - Nam,"11,8 tỷ",,Không nội thất,Sổ hồng,4 phòng,4 phòng,3 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ly-chinh-thang-phuong-vo-thi-sau-prj-terra-royal/chuyen-ban-nhieu-chcc-2pn-gia-6ty180-2pn-7-7ty-3pn-8ty5-lh-em-qua-sdt-pr44333090,72 m²,,,"7,7 tỷ",,,Sổ hồng trao tay.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/-1-pn-52m2-gio-hang-mua-truc-tiep-cdt-ky-hdmb-chi-5-tu-160-trieu-tt-30-den-khi-nhan-nha-pr42245111,68 m²,,Đông - Nam,"4,8 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-tan-be-phuong-an-lac-6/ban-mt-giap-chung-cu-akari-shr-310m2-vi-tri-bds-sinh-loi-cuc-tot-pr44332400,310 m²,Tây,Tây,34 tỷ,"10,5 m",Cơ bản,Sổ đỏ/ Sổ hồng,12 phòng,12 phòng,1 tầng,12 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-do-xuan-hop-phuong-phuoc-long-b-prj-kdc-phu-nhuan-phuoc-long-b/moi-gioi-chuyen-nghiep-tp-thu-c-dt0914-92o-2o2-dc-lo-r31-an-pr42937165,295 m²,,Đông - Nam,132 triệu/m²,14 m,,Sổ đỏ/ Sổ hồng,,,,20 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/booking-som-block-v7-v8-v9-uu-dai-2-thang-10-2025-pr44320181,70 m²,,,72 triệu/m²,,Nội thất cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-phuong-truong-thanh-1/cc-ban-co-nha-va-kho-315m2-duong-12-p-tp-thu-duc-gan-vanh-dai-3-7-8-ty-tl-pr44124441,246 m²,,,"7,8 tỷ",,,Có số,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/cap-nhat-gia-ban-diamond-gia-2pn-85-93-96-112m2-3pn-104-117-120-142m2-t2-2025-pr42275059,85 m²,Đông - Bắc,Tây - Nam,"6,3 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/nv-cdt-gamuda-chinh-thuc-nhan-booking-thap-b-du-an-toan-10-cho-den-khi-nhan-nha-pr44330698,43 m²,,,3 tỷ,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/-ban-1-2-3-phong-ngu-view-song-gia-tot-nhat-thi-truong-pr44312463,107 m²,,,"15,5 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-98-gio-hang-ban-tan-cang-re-nhat-tu-1pn-5-5-ty-2pn-8-ty-3pn-11-ty-4pn-18-ty-pr44330619,115 m²,Đông - Bắc,,11 tỷ,,Đầy đủ,,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-trinh-nhu-khue-xa-binh-chanh-3/gui-ban-1-tret-1-lau-so-hong-gia-chi-990-trieu-gia-mem-pr44330496,100 m²,Đông - Nam,Đông - Nam,"2,9 tỷ",5 m,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,1 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-7-9/ban-tai-hem-xe-hoi-quay-dau-70m2-gia-9-4ty-tl-pr44331400,70 m²,,,"9,4 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-mt-18m-kdc-thoi-pr42565872,178 m²,,,"4,99 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,18 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-3-17/giam-500-trieu-1-tret-2-lau-quan-10-o-to-vao-tan-gia-3-38-ty-pr44272113,"17,3 m²",,,"3,38 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-tam-vu-p26-binh-thanh-4-05x18m-5-tang-6-phong-cho-thue-35-trieu-th-pr43315144,"66,8 m²",,,"11,8 tỷ",,,Sổ hồng,6 phòng,6 phòng,5 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-van-an-phuong-12-7/hxh-khu-dong-bo-ngay-hoc-vien-c-bo-b-chdv-4x10m-5-tg-5pn-hdt-30tr-th-pr44243563,40 m²,,,"8,5 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,5 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-48-1-phuong-hiep-binh-chanh/chu-can-tien-ban-gap-1-tret-lau-120-m2-ngang-6-hem-xe-hoi-48-thu-duc-pr44236820,120 m²,,,"8,2 tỷ",6 m,Không nội thất.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,1 tầng,5 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d3-phuong-phuoc-long-b-prj-kdc-kien-a/re-nht-khu-vuc-chi-78tr-m2-bn-lo-mt-tien-kinh-donh-dt-320-16x20-pr44284174,320 m²,,,25 tỷ,16 m,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-man-dat-phuong-19/ban-moi-ngay-thi-nghe-canh-bo-ke-truong-sa-khu-dan-tri-lau-doi-chi-7-49-ty-pr44336421,"43,5 m²",,,"7,49 tỷ",,,Sổ hồng riêng,4 phòng,,3 tầng,4 m
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-659-phuong-phuoc-long-b-prj-kdc-phu-nhuan-phuoc-long-b/an-lo-dep-mat-tien-truc-chinh-659-25m-q9-hcm-pr41500105,270 m²,,Tây - Nam,110 triệu/m²,15 m,,Sổ đỏ/ Sổ hồng.,,,,25 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/ban-5-tang-lam-chdv-khai-thac-40-trieu-th-binh-loi-p13-binh-thanh-chi-10-ty-tl-pr44311085,"50,3 m²",,,10 tỷ,5 m,,Sổ hồng,7 phòng,7 phòng,5 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-2pn-vinmes-view-thanh-p-gia-chi-8-ty-80m2-lien-he-pr44330610,80 m²,Tây - Nam,Đông - Bắc,8 tỷ,,,Sổ đỏ/ Sổ hồng.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-duong-ap-dong-xa-thoi-tam-thon/ban-hooc-mon-full-tho-cu-chinh-chu-pr42201907,"294,9 m²",,Đông - Nam,15 tỷ,"13,5 m",,Sổ đỏ/ Sổ hồng,,,,12 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/-em-chuyen-san-hang-re-nhat-1pn-2pn-3pn-4pn-50m2-12ty-70m2-18ty-100m2-20ty-pr44142012,50 m²,Đông - Bắc,Tây,12 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-dat-duong-so-7-phuong-binh-trung-dong/chinh-chu-ban-nen-tho-cu-100-5x13-65m2-7-q2-cu-pr44232146,65 m²,,,"7,1 tỷ",6 m,,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-minh-khai-phuong-ben-thanh/goc-2-tien-dt-12x33m-1-ham-8-tang-gia-169-ty-khu-vip-ngay-cho-thanh-pr44330090,250 m²,,,169 tỷ,"11,65 m",Cơ bản,,14 phòng,16 phòng,8 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-prj-the-privia/-ban-01-pn-51m2-gia-3-25-ty-02-pn-68m2-gia-4-2-ty-so-hong-rieng-pr44329653,68 m²,,Đông,"4,2 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nam-ky-khoi-nghia-phuong-vo-thi-sau-prj-terra-royal/ban-ki-quan-3-2pn-72m2-gia-6-4-ty-lh-chu-dau-tu-0935252738-pr31232278,58 m²,,,"5,5 tỷ",,,,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-gia-tri-phuong-25/bds-dong-tien-1ty-nam-co-bang-ke-chi-tiet-5-tang-80m2-so-vuong-hem-8m-ngay-sau-dh-hutech-pr44329389,78 m²,,,"18,8 tỷ",4 m,,,13 phòng,13 phòng,5 tầng,8 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-53-7m2-1pn-toa-landmark-6-view-truc-song-pr29013739,89 m²,,,"8,3 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-115-4m2-3pn-toa-1-view-song-bitexco-q1-pr29013538,120 m²,,,"14,5 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-187-7m2-4pn-toa-3-view-truc-song-pr28923546,188 m²,,,28 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-luong-dinh-cua-phuong-binh-khanh-prj-paris-hoang-kim/ban-2pn-3pn-ang-thu-thiem-an-quan-2-ck-8-tu-chu-dau-tu-lh-pr44179758,70 m²,,,"6,2 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/gio-hang-thuong-suat-ngoai-giao-can-gio-truc-tiep-cdt-pr44328649,180 m²,,,18 tỷ,,,Hợp đồng mua bán,4 phòng,4 phòng,3 tầng,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-duy-trinh-phuong-phu-huu-2-prj-khu-dan-cu-dai-hoc-bach-khoa/ban-tai-68-trieu-m2-377m2-goc-2mt-gia-c-chat-uy-tin-pr42655693,378 m²,,Đông - Nam,60 triệu/m²,12 m,,Sổ đỏ/ Sổ hồng.,,,,16 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/hang-hiem-loai-2p-90m2-view-song-q1-vinmes-gia-chi-24-5ty-pr44212179,90 m²,,,"24,5 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/top-5-3-4pn-dep-nhat-du-an-vinmes-quan-1-pr44235617,157 m²,,,42 tỷ,,,Sổ đỏ/ Sổ hồng,4 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-ascent-lakeside/ban-goc-3pn-152m-view-tang-gia-chi-55-trieu-m-trung-tam-quan-7-pr44328310,152 m²,Tây - Bắc,Đông - Nam,"8,4 tỷ",,Cơ bản,Hợp đồng mua bán,3 phòng,3 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-tan-thoi-nhat-1/ban-q12-moi-dep-105m2-4x26-1-tret-1-lau-1-san-thuong-4pn-pr44328282,104 m²,,,"6,5 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,2 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-hung-nhon-xa-tan-kien/ngan-hang-techcombank-phat-mai-tai-san-khu-vuc-cho-binh-chanh-gia-1-ty350-so-hong-rieng-pr44327362,80 m²,,,"1,35 tỷ",6 m,,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,1 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/chuyen-gio-hang-duplex-penthouse-dang-cap-view-song-dep-gia-tot-nhat-pr44327352,336 m²,,,Thỏa thuận,,Thô,Hợp đồng mua bán,4 phòng,3 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-huy-giap-phuong-an-phu-dong-1/-3-lau-hem-cach-100m-sat-nguyen-oanh-go-vap-dt-5m-x-11m-khu-vip-cao-cap-pr44178365,55 m²,,Bắc,"7,6 tỷ",5 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,4 phòng,3 tầng,10 m
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-50-xa-phong-phu-4/ban-view-song-thoang-mat-50-binh-chanh-gia-chi-4-8-ty-80m-lh-pr44155896,80 m²,,Đông,"4,8 tỷ",10 m,,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-11-1-phuong-truong-tho-2/ban-hem-xe-tai-100m2-full-6x17-cuc-dep-gia-dau-tu-7ty65-pr44323643,102 m²,,,"7,65 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,7 m
https://batdongsan.com.vn/ban-dat-duong-23-2-xa-tan-thong-hoi-1/chinhchu-can-ban-gap-nen-biet-thu-sieu-dep-so-23-cu-chi-cach-cho-viet-kieu-150m-pr43557606,1.103 m²,,,38 tỷ,"31,93 m",,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-truong-thi-kien-xa-thai-my/ngang-21-500m2-mat-tien-nhua-12m-le-do-cach-tl7-600m-21x25m-co-120m-tho-cu-pr43738910,500 m²,,Đông,6 tỷ,21 m,,Sổ đỏ/ Sổ hồng,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-so-12-phuong-hiep-binh-chanh/200m2-mat-tien-12-gan-gigamall-thu-duc-shr-kdc-ng-da-gia-16-ty-pr44326945,200 m²,,,16 tỷ,10 m,,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dau-phuong-6-13/khu-sang-hem-2-oto-bt-nh-9mx14-90m2-2-tang-tien-xay-moi-giam-1-ty-chi-12-8-ty-pr44326551,90 m²,,,"12,8 tỷ",,,Sổ đỏ/ Sổ hồng,,,2 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-4-85x17-5m-3-lau-hxh-p12-q10-gia-18ty-0906-366-pr43903589,"75,5 m²",,,18 tỷ,,,Sổ đỏ/ Sổ hồng,,,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-13-3/quan-6-hon-2-ty-nho-kho-tiem-ngang-5m-so-hong-ko-qh-ko-lo-gioi-pr44210729,14 m²,,,"2,45 tỷ",5 m,,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-nguyen-phuong-tan-dinh-2/khan-hiem-tien-ngay-p-q1-4-5-x-15m-cn-64-5m-6-g-100-trieu-thang-chi-26-9-ty-pr44266816,"65,45 m²",,,"26,9 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,8 phòng,9 phòng,6 tầng,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-y-lan-phuong-hiep-tan/chinh-chu-can-ban-tien-p-phu-gia-chi-9-2-t-pr44327354,76 m²,,,"9,2 tỷ","3,8 m",,,2 phòng,3 phòng,2 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/ban-gap-cc-3pn-2wc-114m2-tai-vo-van-kiet-binh-chi-voi-2-4-ty-pr42923405,89 m²,,,"2,59 tỷ",,Đầy đủ,"Pháp lý đầy đủ, đảm bảo quyền lợi cho người sở hữu.",3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/top-pho-gia-tot-thang-10-2025-q9-pr44124402,84 m²,,,18 tỷ,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huy-can-phuong-phuoc-long-b-prj-khu-dan-cu-gia-hoa/an-mat-tien-quan-9-ho-chi-minh-hoa-pr44087510,230 m²,,,123 triệu/m²,7 m,,,,,,24 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-prj-the-privia/gio-hang-gia-cuc-tot-co-so-hong-san-dep-ngay-studio-2-5ty-1pn-3ty-2pn-3-9ty-3pn-4-7ty-pr43248090,51 m²,,,"3,2 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng.,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-so-2-phuong-an-lac-6/chinh-chu-b-dep-co-ho-boi-khu-d-cu-le-thh-qu-binh-t-gia-10-5-ty-pr44326802,"177,9 m²",,Tây - Nam,"10,5 tỷ",9 m,,Sổ hồng riêng,4 phòng,3 phòng,2 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cong-hoa-phuong-4-20-prj-republic-plaza/nhanh-tay-so-huu-ngay-ot-a-dien-tich-48m2-chi-voi-2-ty-dong-pr42507435,77 m²,,,4 tỷ,,Đầy đủ,Hợp đồng thuê.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-bach-dang-phuong-an-khanh-prj-the-river-thu-thiem/nam-key-nhieu-gia-tot-chot-nhanh-tai-pent-99ty-4pn-43ty-3pn-18ty-2pn-11ty-pr43913615,139 m²,,,"23,5 tỷ",,Nội thất cơ bản hoặc đầy đủ.,Sổ đỏ/ Sổ hồng.,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-prj-masteri-park-place/mo-ban-dot-1-hang-sang-quan-2-chiet-khau-den-14-lh-pr44326092,56 m²,,,"5,9 tỷ",,Đầy đủ,Hợp đồng mua bán,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-go-cat-phuong-phu-huu/ban-39j-7-tp-thu-duc-tp-hcm-kien-co-3-tang-gia-chi-7-ty-pr44177497,80 m²,,,7 tỷ,,,,,,3 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-2pn-l6-06-82m-view-song-cong-vien-da-co-so-gia-11-6-ty-pr44260767,82 m²,,,"11,6 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-my-9-prj-the-era-town/chinh-chu-ban-duc-khai-q7-dt-161m2-4pn-4wc-goc-view-song-dong-nam-gia-3-790-ty-pr44325784,161 m²,,,"3,79 tỷ",,Cơ bản,Hợp đồng mua bán,4 phòng,4 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-tuc-thi-tran-tan-tuc-prj-westgate/ban-nhanh-thu-hoi-von-gio-hang-da-dang-tu-59m2-114m2-gia-chi-1ty990-da-bao-gom-5-ra-so-pr38413675,59 m²,Bắc,Nam,"2,55 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-van-don-phuong-1-prj-the-gold-view/1-duy-nhat-2pn-82m2-sieu-hot-tai-gia-6-x-ty-bao-het-quan-4-hcm-co-san-pass-pr44325153,82 m²,Đông - Nam,Tây - Bắc,"6,9 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-25-2-xa-tan-thong-hoi-1/ban-san-vuon-2-mt-so-cu-chi-pr42039364,766 m²,,,"22,7 tỷ","18,18 m",Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,2 tầng,12 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-victoria-village/-3-pngu-3pn-3wc-88m2-truong-bang-goc-ct-nhanh-7-250-ty-da-vat-pr44325064,73 m²,,,"5,9 tỷ",,,Đã có thông báo ký HDMB.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/vinhome-ban-2pn-2wc-gia-tot-12-1-ty-thoang-view-pr44276435,70 m²,,,"12,1 tỷ",,Đầy đủ.,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-do-xuan-hop-phuong-phuoc-long-b-prj-khu-dan-cu-nam-long/ban-gap-lo-dt-7x20-tb-gia-14-3-ty-so-cc-ngay-lo-bt-240m2-huong-db-gia-71tr-m2-hdmb-pr44324202,240 m²,,,71 triệu/m²,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-khanh-prj-thu-thiem-zeit-river/-ban-4pn-201m2-view-song-vinh-vien-tt-10-nhan-nha-t7-25-goi-ms-hang-0938960186-pr37405621,97 m²,Tây - Bắc,,17 tỷ,,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-dat-xa-trung-an/chinh-chu-b-tam-cu-chi-pr43458104,"87,5 m²",,,"2,05 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-huy-giap-phuong-an-phu-dong-1/-3-lau-hem-cach-100m-sat-nguyen-oanh-go-vap-dt-5m-x-11m-khu-vip-cao-cap-pr44178365,55 m²,,Bắc,"7,6 tỷ",5 m,Đầy đủ,Sổ đỏ/ Sổ hồng,5 phòng,4 phòng,3 tầng,10 m
